text	predictions_lgr	ytest	predictions_author	true_author
"Gross margins have run slightly down on a year ago in the first half and start of the second half, Safeway said, driven by ""our immediate and vigorous response to a number of significant marketing and pricing initiatives launched by our competitors.""But net margins were stable in the first half at 6.9 percent as productivity gains and efficiency improvements helped"	19	16	\JonathanBirt	\JoWinterbottom
The changes, proposed by finance minister Kenneth Clarke in the budget on Tuesday, cut capital allowances on assets with a working life of over 25 years to six percent from 25 percent	29	16	\MarcelMichelson	\JoWinterbottom
In addition, CalEnergy might want to wait for Northern's defence document, expected by next Tuesday, and interim results due by the end of the month instead of the previously scheduled December 5 announcement	29	16	\MarcelMichelson	\JoWinterbottom
"""These are very good results. Hyder is also showing that synergy savings are happening more quickly than expected,"" said one analyst who asked not to be identified"	42	16	\SarahDavison	\JoWinterbottom
Those funds affected by the move are likely to change investments to try to avoid any impact, analysts said	42	16	\SarahDavison	\JoWinterbottom
Later this year, companies will have an opportunity to go some way to pre-empting a harsh review when they announce interim results at the end of November	46	16	\TheresePoletti	\JoWinterbottom
"""I am positive about Christmas, there are some good statistics on retail generally...I would hope that (consumers) would have more confidence to spend,"" chief executive Colin Smith said in an interview"	47	16	\TimFarrand	\JoWinterbottom
British spirits, pubs and fast food group Allied Domecq on Tuesday reported a fall in annual profits but effectively ruled out a demerger as a solution to its problems	47	16	\TimFarrand	\JoWinterbottom
"But there are no specific plans for acquisitions. ""Our track record shows...we are not frightened (of making acquisitions) but it is a question of finding ones that make sense,"" Colin Drummond, head of the group's non-core division, said"	47	16	\TimFarrand	\JoWinterbottom
But the half year surge in profits was unlikely to be repeated, finance director Ken Hill told Reuters	4	16	\BernardHickey	\JoWinterbottom
"""We see this as a commercial venture...it is not a huge sink of money,"" he said"	49	16	\WilliamKazer	\JoWinterbottom
"""They had a line outside Target of at least 200 people,"" said Foster, who began her shop-a-thon this year at 5 a.m., shopping list in hand. ""I started out with a list of what everybody wanted and what time every store opened.""As one of the first customers through the door at Target, she was handed a bag with treats, juice, coupons and mints"	2	5	\AlexanderSmith	\BradDorfman
But analysts also said the company had about $1 billion in loans receivable on its books at the end of October, 1996 -- an asset to show creditors	10	5	\FumikoFujisaki	\BradDorfman
In December, Houston-based Cambden Property Trust said it would acquire Dallas-based Paragon Group Inc., to create an apartment real estate trust with 36,199 units	10	5	\FumikoFujisaki	\BradDorfman
"""Believe it or not, Barbie still has legs,"" Mullin said"	12	5	\HeatherScoffield	\BradDorfman
"""It's going to be a little bit of everything,"" he said when asked if the expenditures would be focused on acquisition or internal development"	12	5	\HeatherScoffield	\BradDorfman
Security First has opened about 5,600 accounts. Most of its customers are male, between the ages of 25 and 45, with average income above $63,000 a year. More than 80 percent own their own home, attractive demographics for marketing	25	5	\KouroshKarimkhany	\BradDorfman
The sales mix in the quarter shifted more toward lower margin smaller machines, Oberhelman said, but he added that this mix shifts month-to-month and quarter-to-quarter	41	5	\SamuelPerry	\BradDorfman
"""We actually ran registers, but off power. Everyone was doing it by hand, doing it by candle light,"" said a spokeswoman for the Bloomingdale's store at the mall. Bloomingdale's is owned by Federated Department Stores Inc."	41	5	\SamuelPerry	\BradDorfman
"""We had others who expressed strong interest in the bank,"" Carley told reporters"	13	5	\JanLopatka	\BradDorfman
But deliveries to U.S. dealer rental fleets fell from a year ago as rental inventories remained high, the company said	22	5	\KevinDrawbaugh	\BradDorfman
((Chicago newsdesk 312 408 8787))	22	5	\KevinDrawbaugh	\BradDorfman
"""We are hopeful that certainly in the course of the next calendar year that we would see some action,"" said Kerr, who will become chief executive January 1.  In the next few years, Meredith, which owns seven television stations could acquire about five more, he said in an interview"	22	5	\KevinDrawbaugh	\BradDorfman
(Chicago newsdesk 312 408 8787)	22	5	\KevinDrawbaugh	\BradDorfman
"""Even assuming flat unit sales, you're not going to see a flat bottom line,"" he said"	22	5	\KevinDrawbaugh	\BradDorfman
((--Chicago newsdesk 312 408 8787))	22	5	\KevinDrawbaugh	\BradDorfman
"""You're going to have some people out today (but) you're not going to see the massive crowds some people expected.""Konarski said he expected that holiday season sales would be up 4 percent to 6 percent from a year ago, which is about what he expected before the season began"	22	5	\KevinDrawbaugh	\BradDorfman
"""That doesn't mean that there haven't been a number of sophisticated attempts,"" he said. ""If you have enough money and enough time you can break into anything.""Outsiders agree that Security First has shown a record of being secure, avoiding viruses, data theft and other potential dangers of Internet commerce"	0	5	\AaronPressman	\BradDorfman
Insurance, investment banking and securities banking are all areas that could be targets of traditional banks, he said	17	5	\JoeOrtiz	\BradDorfman
"""It's pretty apparent that that's the way the REIT world, especially apartments right now, is heading,"" Langbaum said"	30	5	\MarkBendeich	\BradDorfman
In Miami, some shops were seeing more traffic	33	5	\MichaelConnor	\BradDorfman
Durango features an optional third bench seat, boosting its seating capacity up to eight people	7	5	\DavidLawder	\BradDorfman
Ford's Lincoln Navigator, which is expected to be available in July, includes leather seating surfaces, walnut wood accents and second row bucket seats	7	5	\DavidLawder	\BradDorfman
The deal is subject to approval by Homeland shareholders and regulators	21	5	\KeithWeir	\BradDorfman
In western Europe, analysts see continued economic pressure associated with the move to European union in 1999 continuing to weigh on the economy there and keep vehicle sales about flat.  But Mohatarem argued that there is a possibility for a positive surprise in central Europe, saying Russia could achieve three percent economic growth by 1998	28	5	\LynnleyBrowning	\BradDorfman
Kerr said he did not see another major magazine launch by the time the company's fiscal year ends next June, but said one could be launched later in the calendar year.  He would not say what the next title would be, but said it would be compatable with the publisher's family focus	18	5	\JohnMastrini	\BradDorfman
Waterloo, Iowa-based Homeland, with assets of $1.2 billion as of June 30, owns and operates four commercial banks and one savings bank and provides financial services through a network of 33 locations in Iowa	6	5	\DarrenSchuettler	\BradDorfman
"""In general it is, yes, but not many banks earn 1.8 (return) on assets,"" he said. Mark Twain reported return on average assets of 1.82 percent in the third quarter, well above average for Midwest banks"	6	5	\DarrenSchuettler	\BradDorfman
Equity Residential expects the merger to add 10 cents to 13 cents a share in annualized funds from operation -- the measure commonly used to measure real estate investment fund performance	6	5	\DarrenSchuettler	\BradDorfman
Return on common equity was 17.5 percent in the quarter, up from 15.4 percent a year ago, while return on assets was 1.46 percent, up from 1.02 percent a year ago	6	5	\DarrenSchuettler	\BradDorfman
"But the company's outlook that the 1997 profit level would ""approximate"" that of 1996 appeared to be pushing the stock lower Tuesday"	9	5	\EricAuchard	\BradDorfman
But plans to complete the spin-off were suspended in August after CompuServe reported poor first-quarter earnings and projected second-quarter losses	9	5	\EricAuchard	\BradDorfman
