	text	predictions_nb	ytest	predictions_author	true_author
3648	Frantisek Havir of the ministry's agriculture production section said the Institute for Agricultural Production would conduct the study as soon as possible	28	13	\LynnleyBrowning	\JanLopatka
3649	"""We would want to have the first supplies from diversified sources already in the year 1997,"" he said"	28	13	\LynnleyBrowning	\JanLopatka
3650	"""But we do not want to connect this decision with political issues like our relations with the European Union or NATO.""The Czechs have ended their dependance on Russian crude oil by building a new pipeline to Germany, but are still completely dependant on supplies provided by Russia's Gazprom"	28	13	\LynnleyBrowning	\JanLopatka
3651	"""The surplus will not be so dramatic...There are quite good yields but the harvest is going slowly due to bad weather. A forecast freeze and subsequent warming will limit output.""""Producers will not want to export...(because of low prices) Those who can store it, will, he told Reuters, adding he believed the state could buy up to 20,000 tonnes for reserves"	28	13	\LynnleyBrowning	\JanLopatka
3652	Havel's office announced in a statement that a news briefing would be held on Monday afternoon after the operation but an official said it was impossible to say how the long the surgery would last	18	13	\JohnMastrini	\JanLopatka
3653	Klaus has said he is not in favour of the CSOB/Sporitelna merger, equating it with melding Prague's two top soccer teams Sparta and Slavia, an idea unthinkable for most Czechs	18	13	\JohnMastrini	\JanLopatka
3654	"""In this society having a title plays such a role -- whether or not you have a degree,"" said Jiri Pehe, the head of research at Prague's Open Media Research Institute"	18	13	\JohnMastrini	\JanLopatka
3655	($1=26.24 Czech Crown)	18	13	\JohnMastrini	\JanLopatka
3656	"""It would be correct to discuss the current account, or the whole payment balance, and not just the trade balance... due to a number of structural phenomena,"" Klaus said"	18	13	\JohnMastrini	\JanLopatka
3657	Prime Minister Vaclav Klaus, in his dual role as economics professor, said on Monday the large Czech foreign trade deficit came from a temporary investment wave, and he forecast a perpetual, but smaller trade gap	18	13	\JohnMastrini	\JanLopatka
3658	The ODA has four seats in the 16-member cabinet under a coalition agreement with the ODS and the centrist Christian Democrats (KDU-CSL), plus one of four deputy premierships	18	13	\JohnMastrini	\JanLopatka
3659	The chairman of Germany's opposition Social Democrats (SPD), Oskar Lafontaine, told Czech President Vaclav Havel on Wednesday that his party would push for approval of a long-awaited post-war reconciliation pact, Havel's spokesman said	18	13	\JohnMastrini	\JanLopatka
3660	In the Czech parliament the mainstream parties have backed the declaration, but the extreme-right Republican Party and far-left Communists have ruled out voting for it in any form	18	13	\JohnMastrini	\JanLopatka
3661	She would become the first woman to have a seat in the Prague government since the split of Czechoslovakia in 1993	18	13	\JohnMastrini	\JanLopatka
3662	Havel, whose wife Olga died of cancer in January, supports the free market but has bitterly criticised the corruption, dishonesty and materialism which has accompanied the scramble to make money	18	13	\JohnMastrini	\JanLopatka
3663	The current account deficit stood at 46.7 billion crowns, or 6.9 percent of gross domestic product (GDP) in the first half, and the CSU foreacsts it to reach 6.9 percent of GDP for the whole of 1996, and 6.8-7.4 percent of GDP next year	18	13	\JohnMastrini	\JanLopatka
3664	Klaus also sidestepped questions on whether he might seek early lower house elections to try to regain his majority	18	13	\JohnMastrini	\JanLopatka
3665	Kocarnik told a news conference that it was not yet clear whether the 1996 budget balancing measures and a slowdown in forecast economic growth would require cuts in 1997 spending	18	13	\JohnMastrini	\JanLopatka
3666	The foreign ministers of the two countries are now due to initial the text in the Czech capital on Friday. Signature by the two presidents and confirmation by the parliaments are expected early next year	18	13	\JohnMastrini	\JanLopatka
3667	The foreign ministers of the two countries are now due to initial the text in the Czech capital on Friday. Signature by the two presidents and confirmation by the parliaments are expected early next year	18	13	\JohnMastrini	\JanLopatka
3668	"""If this proposal is accepted, privatisation would be... delayed, beause there must be the merger first.""The Czech cabinet must approve any privatisation of shares in the Big Four banks, and this week they asked the central bank for more concrete details on the central bank's plan"	18	13	\JohnMastrini	\JanLopatka
3669	Klaus added that the privatisation of CSOB, which is wholly-owned by Czech and Slovak state institutions, and the selloff of Komercni Banka were complicated because of shareholdings and arrangements between the banks and Slovakia	18	13	\JohnMastrini	\JanLopatka
3670	The CNB however proposed holding off on privatisation of the new combined Sporitelna and CSOB for three to five years until the effects of the merger were analysed	18	13	\JohnMastrini	\JanLopatka
3671	The company lost 1.621 billion crowns last year due to heavy investments into the new factory, but Kalma said the firm should come close to breaking even this year	18	13	\JohnMastrini	\JanLopatka
3672	But others have said that the foreign capital inflow is still comfortably paying for the imports, and the current account deficit is still not dangerous	18	13	\JohnMastrini	\JanLopatka
3673	Germany's Christian Social Union (CSU), the political sponsor of the expelled Germans which has in the past hinted it might use its weight in the Bonn government to block the declaration, has given qualified support to the text	18	13	\JohnMastrini	\JanLopatka
3674	Members of the largest Czech opposition party, the Social Democrats, whose votes may be crucial for approval by parliament, have said they still had concerns about vague wording on compensation for victims of Nazi aggression	18	13	\JohnMastrini	\JanLopatka
3675	Prime Minister Vaclav Klaus, in his dual role as economics professor, said on Monday the large Czech foreign trade deficit came from a temporary investment wave, and he forecast a perpetual, but smaller trade gap	18	13	\JohnMastrini	\JanLopatka
3676	It said it could accept the declaration only if both Bavaria and the official Sudeten German representatives were allowed to participate in a planned fund for German-Czech projects	18	13	\JohnMastrini	\JanLopatka
3677	He said however that Sporitelna has developed its specific position on the Czech market over many years and that should be preserved	18	13	\JohnMastrini	\JanLopatka
3678	Disgruntled Czech opposition Social Democrats have blamed party chairman Milos Zeman for their poor showing in weekend elections for the country's new Senate	18	13	\JohnMastrini	\JanLopatka
3679	"""If this proposal is accepted, privatisation would be... delayed, beause there must be the merger first.""The Czech cabinet must approve any privatisation of shares in the Big Four banks, and this week they asked the central bank for more concrete details on the central bank's plan"	18	13	\JohnMastrini	\JanLopatka
3680	Kalvoda and the KDU-CSL leader Josef Lux have fought heated policy battles with Klaus's party, which controls half of the cabinet, but the coalition remains the longest-running conservative government in post-Communist Europe	18	13	\JohnMastrini	\JanLopatka
3681	"He said a stronger crown ""should help faster restructuring of our economy, to help increase the added-value faster...and to help to bring our country closer in productivity to the countries that we want to compare ourselves with.""The central bank fixes the crown daily within a band plus or minus 7.5 percent from the central parity of the mark/crown basket"	18	13	\JohnMastrini	\JanLopatka
3682	The Czech National Bank, the central bank, also has called for the merger of the largest savings bank Ceska Sporitelna a.s., with the foreign trade bank Ceskovslovenska Obchodni Banka a.s.	18	13	\JohnMastrini	\JanLopatka
3683	The Czech Republic is the only remaining victim of Nazi occupation not to have come to terms with Germany. Negotiations on the declaration have dragged on for more than a year, bedevilled by political pressures, particularly in Germany	18	13	\JohnMastrini	\JanLopatka
3684	Continuing the break from the boxy Communist-era Skodas, the Octavia has more modern but conservative lines, somewhere between a Ford Mondeo and Audi's A-line	18	13	\JohnMastrini	\JanLopatka
3685	Czech government and moderate opposition leaders agree on the need to settle the issue, which Sudeten leaders have threatened to use to block Czech attempts to join the European Union	18	13	\JohnMastrini	\JanLopatka
